Date,Open,High,Low,Close
4/4/2010,426.34,427.25,421.80,422.71
4/5/2010,422.71,423.62,419.99,421.80
4/6/2010,421.80,423.62,418.17,418.17
4/7/2010,418.17,421.80,418.17,420.90
4/11/2010,425.43,427.25,424.52,427.25
4/12/2010,427.25,433.60,426.34,430.87
4/13/2010,430.87,437.22,429.06,434.50
4/14/2010,434.50,437.22,431.78,431.78
4/18/2010,431.78,431.78,422.71,425.43
4/19/2010,425.43,430.87,424.52,427.25
4/20/2010,427.25,427.25,397.31,399.13
4/21/2010,399.13,399.13,361.03,365.56
4/25/2010,371.00,371.00,358.31,361.93
4/26/2010,361.93,367.38,361.03,364.66
4/27/2010,364.66,371.00,363.75,364.66
4/28/2010,364.66,364.66,359.21,362.84
5/2/2010,363.75,366.47,362.84,363.75
5/3/2010,363.75,364.66,361.93,362.84
5/4/2010,362.84,364.66,361.03,361.03
5/5/2010,361.03,361.03,357.40,358.31
5/9/2010,325.65,337.44,325.65,336.54
5/10/2010,336.54,350.14,336.54,349.23
5/11/2010,349.23,349.23,340.16,340.16
5/12/2010,340.16,349.23,340.16,343.79
5/16/2010,346.51,349.23,342.88,347.42
5/17/2010,347.42,347.42,335.63,341.98
5/18/2010,341.98,346.51,341.98,345.61
5/19/2010,345.61,345.61,333.81,338.35
5/23/2010,341.98,342.88,337.44,337.44
5/24/2010,337.44,341.07,324.74,328.37
5/25/2010,328.37,328.37,295.72,296.62
5/26/2010,296.62,310.23,296.62,302.97
5/30/2010,313.86,314.76,305.69,307.51
5/31/2010,307.51,314.76,307.51,310.23
6/1/2010,310.23,310.23,301.16,302.07
6/2/2010,302.07,307.51,302.07,306.60
6/6/2010,308.41,309.32,305.69,309.32
6/7/2010,309.32,311.14,306.60,309.32
6/8/2010,309.32,310.23,306.60,308.41
6/9/2010,308.41,312.04,308.41,310.23
6/13/2010,312.95,315.67,312.04,313.86
6/14/2010,313.86,321.11,313.86,320.21
6/15/2010,320.21,320.21,317.49,318.39
6/16/2010,318.39,322.02,313.86,315.67
6/20/2010,316.58,324.74,316.58,324.74
6/21/2010,324.74,328.37,322.02,323.84
6/22/2010,323.84,323.84,319.30,319.30
6/23/2010,319.30,320.21,317.49,319.30
6/27/2010,319.30,319.30,316.58,317.49
6/28/2010,317.49,319.30,316.58,316.58
6/29/2010,316.58,316.58,308.41,309.32
6/30/2010,309.32,310.23,306.60,306.60
7/4/2010,304.79,305.69,302.07,302.97
7/5/2010,302.97,305.69,302.97,305.69
7/6/2010,305.69,306.60,303.88,305.69
7/7/2010,305.69,305.69,299.34,300.25
7/11/2010,304.79,307.51,303.88,303.88
7/12/2010,303.88,303.88,302.07,302.97
7/13/2010,302.97,303.88,301.16,303.88
7/14/2010,303.88,304.79,296.62,298.44
7/18/2010,297.53,302.07,295.72,296.62
7/19/2010,296.62,296.62,292.09,295.72
7/20/2010,295.72,297.53,289.37,290.27
7/21/2010,290.27,290.27,261.25,262.15
7/25/2010,263.06,263.06,257.62,258.52
7/26/2010,258.52,258.52,255.80,256.71
7/27/2010,256.71,261.25,256.71,260.34
7/28/2010,260.34,261.25,258.52,259.43
8/1/2010,261.25,267.60,261.25,263.97
8/2/2010,263.97,265.78,263.06,265.78
8/3/2010,265.78,269.41,263.97,263.97
8/4/2010,263.97,268.50,263.97,265.78
8/8/2010,266.69,270.32,266.69,269.41
8/9/2010,269.41,269.41,265.78,266.69
8/10/2010,266.69,267.60,263.06,263.97
8/11/2010,263.97,263.97,255.80,257.62
8/15/2010,252.17,253.08,250.36,253.08
8/16/2010,253.08,253.08,252.17,252.17
8/17/2010,252.17,252.17,248.55,249.45
8/18/2010,249.45,250.36,245.82,245.82
8/22/2010,246.73,253.08,246.73,252.17
8/23/2010,252.17,263.97,252.17,262.15
8/24/2010,262.15,262.15,254.90,256.71
8/25/2010,256.71,258.52,251.27,258.52
8/29/2010,257.62,257.62,254.90,254.90
8/30/2010,254.90,255.80,253.99,254.90
8/31/2010,254.90,255.80,251.27,254.90
9/1/2010,254.90,257.62,253.08,257.62
9/5/2010,260.34,261.25,257.62,260.34
9/6/2010,260.34,263.06,260.34,262.15
9/14/2010,262.15,266.69,262.15,263.97
9/15/2010,263.97,263.97,261.25,262.15
9/19/2010,261.25,262.15,260.34,260.34
9/20/2010,260.34,263.06,259.43,262.15
9/21/2010,262.15,273.04,262.15,271.22
9/26/2010,273.94,283.02,273.04,280.29
9/27/2010,280.29,285.74,280.29,280.29
9/28/2010,280.29,281.20,275.76,280.29
9/29/2010,280.29,282.11,276.67,278.48
10/3/2010,275.76,275.76,271.22,275.76
10/4/2010,275.76,276.67,273.04,273.94
10/5/2010,273.94,273.94,270.32,270.32
10/6/2010,270.32,277.57,270.32,273.04
10/10/2010,273.04,275.76,272.13,274.85
10/11/2010,274.85,276.67,273.94,275.76
10/12/2010,275.76,275.76,272.13,273.94
10/13/2010,273.94,273.94,267.60,269.41
10/17/2010,264.87,266.69,261.25,266.69
10/18/2010,266.69,267.60,263.97,267.60
10/19/2010,267.60,267.60,263.06,264.87
10/20/2010,264.87,264.87,238.57,238.57
10/24/2010,229.50,232.22,225.87,232.22
10/25/2010,232.22,236.75,231.31,235.85
10/26/2010,235.85,236.75,233.13,235.85
10/27/2010,235.85,235.85,234.03,235.85
10/31/2010,234.94,236.75,234.03,234.03
11/1/2010,234.03,234.03,231.31,232.22
11/2/2010,232.22,233.13,229.50,230.40
11/3/2010,230.40,230.40,228.59,229.50
11/7/2010,230.40,230.40,226.78,228.59
11/8/2010,228.59,229.50,226.78,226.78
11/9/2010,226.78,226.78,224.96,226.78
11/10/2010,226.78,227.68,224.96,227.68
11/21/2010,226.78,228.59,225.87,226.78
11/22/2010,226.78,227.68,225.87,225.87
11/23/2010,225.87,225.87,223.15,224.05
11/24/2010,224.05,226.78,222.24,224.96
11/28/2010,225.87,232.22,224.96,227.68
11/29/2010,227.68,230.40,226.78,227.68
11/30/2010,227.68,227.68,224.05,224.96
12/1/2010,224.96,229.50,224.05,226.78
12/5/2010,228.59,230.40,227.68,229.50
12/6/2010,229.50,237.66,229.50,234.94
12/7/2010,234.94,236.75,233.13,233.13
12/8/2010,233.13,234.94,232.22,234.03
12/12/2010,242.20,244.92,240.38,242.20
12/13/2010,242.20,251.27,237.66,246.73
12/14/2010,246.73,257.62,246.73,255.80
12/15/2010,255.80,256.71,250.36,253.08
12/19/2010,253.08,253.08,249.45,253.08
12/20/2010,253.08,257.62,251.27,253.99
12/21/2010,253.99,255.80,251.27,252.17
12/22/2010,252.17,253.99,250.36,253.08
12/26/2010,257.62,259.43,256.71,258.52
12/27/2010,258.52,258.52,253.08,253.99
12/28/2010,253.99,254.90,252.17,253.08
12/29/2010,253.08,254.90,253.08,253.99
1/2/2011,257.62,259.43,254.90,255.80
1/3/2011,255.80,257.62,254.90,255.80
1/4/2011,255.80,256.71,253.99,254.90
1/5/2011,254.90,254.90,253.08,253.99
1/9/2011,255.80,256.71,253.99,254.90
1/10/2011,254.90,254.90,252.17,252.17
1/11/2011,252.17,253.99,251.27,253.08
1/12/2011,253.08,253.99,252.17,252.17
1/16/2011,251.27,251.27,250.36,251.27
1/17/2011,251.27,251.27,246.73,247.64
1/18/2011,247.64,247.64,244.01,246.73
1/19/2011,246.73,246.73,240.38,241.29
1/23/2011,241.29,255.80,240.38,253.99
1/24/2011,253.99,254.90,252.17,253.08
1/25/2011,253.08,256.71,252.17,252.17
1/26/2011,252.17,253.08,250.36,251.27
1/30/2011,226.78,238.57,222.24,232.22
1/31/2011,232.22,234.94,224.96,226.78
2/1/2011,226.78,230.40,225.87,225.87
2/2/2011,225.87,234.94,225.87,231.31
2/6/2011,232.22,236.75,232.22,235.85
2/7/2011,235.85,237.66,235.85,236.75
2/8/2011,236.75,237.66,235.85,237.66
2/9/2011,237.66,241.29,236.75,239.48
2/13/2011,240.38,242.20,238.57,241.29
2/14/2011,241.29,247.64,240.38,244.92
2/15/2011,244.92,247.64,244.01,245.82
2/16/2011,245.82,245.82,238.57,240.38
2/20/2011,237.66,239.48,235.85,236.75
2/21/2011,236.75,237.66,232.22,232.22
2/22/2011,232.22,234.03,230.40,233.13
2/23/2011,233.13,235.85,231.31,232.22
2/27/2011,232.22,234.03,214.08,216.80
2/28/2011,216.80,218.61,208.63,214.98
3/1/2011,214.98,217.70,194.12,194.12
3/2/2011,194.12,194.12,175.07,175.98
3/6/2011,188.68,191.40,179.61,185.96
3/7/2011,185.96,186.86,181.42,186.86
3/8/2011,186.86,194.12,185.05,191.40
3/9/2011,191.40,195.03,191.40,192.31
3/13/2011,204.10,214.98,204.10,208.63
3/14/2011,208.63,212.26,202.28,209.54
3/15/2011,209.54,209.54,200.47,200.47
3/16/2011,200.47,207.73,200.47,205.01
3/20/2011,205.01,219.52,205.01,215.89
3/21/2011,215.89,236.75,215.89,236.75
3/22/2011,236.75,245.82,234.03,234.03
3/23/2011,234.03,243.10,230.40,241.29
3/27/2011,249.45,257.62,246.73,252.17
3/28/2011,252.17,257.62,244.92,244.92
3/29/2011,244.92,249.45,244.01,244.92
3/30/2011,244.92,246.73,240.38,244.92
4/3/2011,244.92,248.55,244.01,247.64
4/4/2011,247.64,247.64,244.01,245.82
4/5/2011,245.82,245.82,241.29,243.10
4/6/2011,243.10,244.01,240.38,244.01
4/10/2011,244.92,268.50,244.01,263.06
4/11/2011,263.06,270.32,257.62,260.34
4/12/2011,260.34,265.78,256.71,257.62
4/13/2011,257.62,257.62,251.27,254.90
4/17/2011,256.71,263.97,253.08,256.71
4/18/2011,256.71,256.71,251.27,254.90
4/19/2011,254.90,256.71,248.55,253.99
4/20/2011,253.99,257.62,253.99,254.90
4/24/2011,255.80,258.52,254.90,256.71
4/25/2011,256.71,260.34,256.71,258.52
4/26/2011,258.52,267.60,258.52,261.25
4/27/2011,261.25,273.04,261.25,269.41
5/1/2011,275.76,276.67,270.32,273.94
5/2/2011,273.94,278.48,273.94,276.67
5/3/2011,276.67,279.39,273.94,274.85
5/4/2011,274.85,286.64,273.94,282.11
5/8/2011,275.76,280.29,273.94,277.57
5/9/2011,277.57,282.11,277.57,278.48
5/10/2011,278.48,280.29,277.57,278.48
5/11/2011,278.48,284.83,276.67,277.57
5/15/2011,278.48,284.83,277.57,277.57
5/16/2011,277.57,279.39,273.94,275.76
5/17/2011,275.76,277.57,273.04,275.76
5/18/2011,275.76,283.02,275.76,278.48
5/22/2011,282.11,289.37,281.20,283.02
5/23/2011,283.02,283.92,278.48,280.29
5/24/2011,280.29,283.92,280.29,281.20
5/25/2011,281.20,281.20,276.67,281.20
5/29/2011,283.92,294.81,281.20,289.37
5/30/2011,289.37,292.09,286.64,288.46
5/31/2011,288.46,290.27,287.55,289.37
6/1/2011,289.37,292.09,287.55,287.55
6/5/2011,277.57,279.39,275.76,279.39
6/6/2011,280.29,283.02,280.29,281.20
6/7/2011,281.20,282.11,277.57,277.57
6/8/2011,268.50,270.32,258.52,261.25
6/12/2011,260.34,260.34,255.80,258.52
6/13/2011,258.52,260.34,257.62,258.52
6/14/2011,258.52,267.60,258.52,259.43
6/15/2011,261.25,262.15,255.80,257.62
6/19/2011,258.52,260.34,253.99,253.99
6/20/2011,253.08,253.08,248.55,250.36
6/21/2011,253.08,255.80,252.17,254.90
6/22/2011,256.71,257.62,253.08,253.99
6/26/2011,255.80,257.62,254.90,256.71
6/27/2011,256.71,261.25,255.80,257.62
6/28/2011,258.52,260.34,256.71,257.62
6/29/2011,259.43,263.06,258.52,260.34
7/3/2011,265.78,265.78,263.06,263.97
7/4/2011,263.06,264.87,261.25,263.06
7/5/2011,263.97,264.87,262.15,263.97
7/6/2011,264.87,264.87,262.15,263.97
7/10/2011,262.15,263.06,259.43,260.34
7/11/2011,261.25,261.25,257.62,258.52
7/12/2011,255.80,255.80,251.27,251.27
7/13/2011,252.17,253.08,250.36,251.27
7/17/2011,249.45,250.36,243.10,244.01
7/18/2011,244.01,244.01,239.48,242.20
7/19/2011,242.20,244.01,241.29,244.01
7/20/2011,249.45,249.45,244.92,246.73
7/24/2011,249.45,249.45,246.73,248.55
7/25/2011,246.73,248.55,245.82,245.82
7/26/2011,247.64,253.08,247.64,252.17
7/27/2011,252.17,252.17,248.55,249.45
7/31/2011,243.10,244.01,242.20,242.20
8/1/2011,245.82,248.55,245.82,248.55
8/2/2011,248.55,248.55,244.92,245.82
8/3/2011,245.82,245.82,241.29,244.01
8/7/2011,220.43,222.24,212.26,220.43
8/8/2011,221.33,222.24,217.70,219.52
8/9/2011,203.19,220.43,203.19,220.43
8/10/2011,224.96,226.78,217.70,219.52
8/14/2011,224.96,227.68,222.24,222.24
8/15/2011,224.05,224.96,221.33,222.24
8/16/2011,223.15,223.15,217.70,219.52
8/17/2011,219.52,223.15,215.89,219.52
8/21/2011,214.98,218.61,214.08,214.98
8/22/2011,215.89,223.15,214.08,217.70
8/23/2011,219.52,221.33,217.70,217.70
8/24/2011,220.43,220.43,216.80,216.80
9/4/2011,223.15,225.87,221.33,225.87
9/5/2011,223.15,223.15,221.33,223.15
9/6/2011,221.33,228.59,221.33,222.24
9/7/2011,224.05,225.87,224.05,225.87
9/11/2011,224.96,229.50,224.05,226.78
9/12/2011,224.05,227.68,220.43,221.33
9/13/2011,224.05,224.96,222.24,224.05
9/14/2011,224.05,225.87,222.24,223.15
9/18/2011,228.59,229.50,225.87,226.78
9/19/2011,225.87,225.87,224.05,224.96
9/20/2011,224.96,234.03,224.96,229.50
9/21/2011,229.50,232.22,228.59,230.40
9/25/2011,230.40,230.40,224.96,227.68
9/26/2011,227.68,230.40,224.96,229.50
9/27/2011,229.50,231.31,229.50,230.40
9/28/2011,230.40,235.85,228.59,233.13
10/2/2011,236.75,237.66,232.22,233.13
10/3/2011,233.13,233.13,224.05,224.05
10/4/2011,221.33,222.24,216.80,220.43
10/5/2011,222.24,222.24,218.61,220.43
10/9/2011,224.96,229.50,224.05,224.96
10/10/2011,225.87,226.78,224.96,225.87
10/11/2011,227.68,227.68,224.96,226.78
10/12/2011,224.96,234.94,224.05,230.40
10/16/2011,230.40,230.40,225.87,227.68
10/17/2011,227.68,231.31,226.78,226.78
10/18/2011,226.78,227.68,223.15,225.87
10/19/2011,225.87,226.78,220.43,221.33
10/23/2011,216.80,217.70,214.98,216.80
10/24/2011,216.80,217.70,213.17,214.08
10/25/2011,214.08,214.98,213.17,214.98
10/26/2011,214.08,214.08,212.26,213.17
10/30/2011,214.98,214.98,213.17,214.98
10/31/2011,214.98,214.98,213.17,214.08
11/1/2011,213.17,213.17,210.45,211.35
11/2/2011,210.45,212.26,209.54,212.26
11/13/2011,212.26,213.17,211.35,213.17
11/14/2011,213.17,214.98,212.26,213.17
11/15/2011,212.26,213.17,212.26,213.17
11/16/2011,213.17,214.98,212.26,213.17
11/20/2011,215.89,216.80,214.08,214.08
11/21/2011,214.08,224.05,212.26,219.52
11/22/2011,218.61,223.15,214.08,220.43
11/23/2011,219.52,225.87,218.61,222.24
11/27/2011,222.24,222.24,217.70,220.43
11/28/2011,220.43,222.24,219.52,220.43
11/29/2011,228.59,237.66,228.59,232.22
11/30/2011,234.03,234.03,226.78,226.78
12/4/2011,234.94,241.29,234.94,239.48
12/5/2011,239.48,258.52,239.48,247.64
12/6/2011,248.55,252.17,245.82,249.45
12/7/2011,248.55,252.17,247.64,249.45
12/11/2011,255.80,255.80,250.36,251.27
12/12/2011,251.27,260.34,251.27,256.71
12/13/2011,255.80,258.52,232.22,237.66
12/14/2011,244.92,248.55,241.29,244.01
12/18/2011,248.55,250.36,246.73,249.45
12/19/2011,249.45,249.45,246.73,248.55
12/20/2011,248.55,248.55,246.73,246.73
12/21/2011,248.55,249.45,244.92,245.82
12/25/2011,246.73,248.55,244.92,246.73
12/26/2011,246.73,250.36,245.82,249.45
12/27/2011,252.17,253.08,246.73,248.55
12/28/2011,248.55,253.99,246.73,251.27
1/1/2012,253.08,253.08,246.73,248.55
1/2/2012,247.64,252.17,246.73,252.17
1/3/2012,252.17,258.52,252.17,255.80
1/4/2012,256.71,256.71,251.27,251.27
1/8/2012,255.80,256.71,253.99,253.99
1/9/2012,253.99,255.80,252.17,252.17
1/10/2012,253.08,254.90,252.17,253.99
1/11/2012,254.90,256.71,253.99,254.90
1/15/2012,258.52,272.13,258.52,268.50
1/16/2012,268.50,286.64,255.80,269.41
1/17/2012,272.13,283.02,266.69,275.76
1/18/2012,273.04,280.29,272.13,274.85
1/22/2012,261.25,261.25,253.99,255.80
1/23/2012,256.71,263.06,256.71,262.15
1/24/2012,264.87,266.69,263.97,265.78
1/25/2012,265.78,266.69,262.15,263.97
1/29/2012,265.78,273.04,262.15,269.41
1/30/2012,271.22,295.72,271.22,295.72
1/31/2012,324.74,324.74,324.74,324.74
2/1/2012,326.56,349.23,313.86,326.56
2/5/2012,323.84,328.37,322.02,326.56
2/6/2012,325.65,333.81,321.11,324.74
2/7/2012,324.74,327.46,322.02,325.65
2/8/2012,326.56,330.19,322.93,325.65
2/12/2012,318.39,322.93,316.58,318.39
2/13/2012,320.21,320.21,306.60,310.23
2/14/2012,311.14,312.95,302.07,304.79
2/15/2012,305.69,306.60,300.25,302.07
2/19/2012,310.23,315.67,306.60,311.14
2/20/2012,312.95,317.49,306.60,310.23
2/21/2012,312.04,312.95,307.51,309.32
2/22/2012,308.41,313.86,307.51,310.23
2/26/2012,329.28,330.19,319.30,321.11
2/27/2012,322.02,332.91,320.21,327.46
2/28/2012,331.09,341.07,299.34,324.74
2/29/2012,326.56,333.81,317.49,329.28
3/4/2012,336.54,349.23,330.19,344.70
3/5/2012,344.70,348.33,338.35,340.16
3/6/2012,341.07,341.98,332.00,339.26
3/7/2012,331.09,338.35,329.28,337.44
3/11/2012,341.07,356.49,338.35,348.33
3/12/2012,354.68,359.21,348.33,354.68
3/13/2012,356.49,361.03,345.61,349.23
3/14/2012,357.40,362.84,353.77,356.49
3/18/2012,355.58,367.38,351.05,364.66
3/19/2012,364.66,365.56,357.40,358.31
3/20/2012,355.58,357.40,350.14,352.86
3/21/2012,352.86,354.68,344.70,351.05
3/25/2012,360.12,364.66,356.49,362.84
3/26/2012,363.75,365.56,354.68,356.49
3/27/2012,357.40,357.40,349.23,350.14
3/28/2012,347.42,354.68,344.70,350.14
4/1/2012,355.58,370.10,351.96,367.38
4/2/2012,371.00,374.63,361.93,371.00
4/3/2012,373.73,407.29,371.00,407.29
4/4/2012,413.64,422.71,390.05,399.13
4/8/2012,410.92,414.55,367.38,387.33
4/9/2012,383.70,408.20,379.17,401.85
4/10/2012,402.75,425.43,393.68,400.03
4/11/2012,398.22,407.29,377.35,397.31
4/15/2012,370.10,386.43,361.93,365.56
4/16/2012,363.75,371.91,330.19,342.88
4/17/2012,350.14,364.66,343.79,364.66
4/18/2012,369.19,369.19,353.77,361.03
4/22/2012,392.78,393.68,374.63,378.26
4/23/2012,366.47,373.73,359.21,363.75
4/24/2012,366.47,368.28,361.03,362.84
4/25/2012,363.75,368.28,361.93,362.84
4/29/2012,365.56,368.28,357.40,360.12
4/30/2012,358.31,360.12,350.14,355.58
5/1/2012,356.49,365.56,355.58,357.40
5/2/2012,361.93,363.75,357.40,360.12
5/6/2012,373.73,382.80,357.40,359.21
5/7/2012,354.68,361.93,350.14,360.12
5/8/2012,361.93,362.84,355.58,355.58
5/9/2012,351.96,353.77,328.37,328.37
5/13/2012,339.26,341.07,322.93,323.84
5/14/2012,318.39,330.19,312.04,315.67
5/15/2012,319.30,323.84,313.86,321.11
5/16/2012,313.86,318.39,311.14,316.58
5/20/2012,310.23,316.58,307.51,314.76
5/21/2012,315.67,326.56,314.76,322.02
5/22/2012,328.37,329.28,318.39,320.21
5/23/2012,318.39,318.39,312.04,312.04
5/27/2012,312.04,313.86,307.51,308.41
5/28/2012,311.14,313.86,310.23,312.04
5/29/2012,314.76,315.67,310.23,311.14
5/30/2012,311.14,311.14,296.62,301.16
6/3/2012,276.67,281.20,270.32,277.57
6/4/2012,274.85,285.74,272.13,281.20
6/5/2012,283.02,286.64,275.76,276.67
6/6/2012,279.39,281.20,261.25,266.69
6/10/2012,263.97,271.22,261.25,271.22
6/11/2012,273.04,278.48,272.13,273.04
6/12/2012,268.50,282.11,266.69,276.67
6/13/2012,278.48,279.39,273.94,273.94
6/17/2012,271.22,273.04,270.32,272.13
6/18/2012,275.76,280.29,272.13,280.29
6/19/2012,281.20,284.83,278.48,282.11
6/20/2012,283.92,286.64,281.20,284.83
6/24/2012,277.57,281.20,272.13,279.39
6/25/2012,278.48,281.20,272.13,273.04
6/26/2012,272.13,275.76,269.41,270.32
6/27/2012,272.13,273.04,252.17,261.25
7/2/2012,268.50,273.94,268.50,273.04
7/3/2012,273.04,277.57,273.04,274.85
7/4/2012,274.85,275.76,272.13,273.94
7/8/2012,277.57,278.48,274.85,276.67
7/9/2012,275.76,276.67,269.41,271.22
7/10/2012,270.32,273.04,264.87,268.50
7/11/2012,266.69,267.60,261.25,263.97
7/15/2012,262.15,262.15,250.36,252.17
7/16/2012,250.36,252.17,245.82,247.64
7/17/2012,247.64,255.80,244.92,246.73
7/18/2012,244.92,256.71,244.92,253.99
7/22/2012,259.43,262.15,255.80,261.25
7/23/2012,259.43,261.25,256.71,257.62
7/24/2012,255.80,260.34,253.99,258.52
7/25/2012,258.52,258.52,255.80,256.71
7/29/2012,266.69,275.76,263.97,273.94
7/30/2012,274.85,277.57,272.13,272.13
7/31/2012,272.13,277.57,272.13,275.76
8/1/2012,275.76,281.20,274.85,278.48
8/5/2012,280.29,281.20,277.57,281.20
8/6/2012,281.20,292.09,280.29,285.74
8/7/2012,287.55,291.18,284.83,286.64
8/8/2012,288.46,288.46,282.11,284.83
8/12/2012,284.83,290.27,283.02,290.27
8/13/2012,291.18,292.09,281.20,282.11
8/14/2012,283.92,284.83,278.48,283.02
8/15/2012,283.92,283.92,281.20,283.02
8/26/2012,292.99,302.07,290.27,298.44
8/27/2012,299.34,304.79,296.62,300.25
8/28/2012,300.25,302.07,297.53,297.53
8/29/2012,297.53,301.16,296.62,299.34
9/2/2012,298.44,299.34,295.72,297.53
9/3/2012,297.53,297.53,295.72,297.53
9/4/2012,295.72,296.62,292.09,293.90
9/5/2012,292.09,293.90,291.18,292.99
9/9/2012,297.53,303.88,295.72,303.88
9/10/2012,304.79,308.41,302.07,305.69
9/11/2012,305.69,311.14,303.88,307.51
9/12/2012,306.60,308.41,303.88,303.88
9/16/2012,314.76,318.39,312.95,314.76
9/17/2012,312.95,316.58,311.14,313.86
9/18/2012,312.04,313.86,309.32,310.23
9/19/2012,311.14,312.95,300.25,305.69
9/24/2012,305.69,305.69,296.62,301.16
9/25/2012,300.25,302.07,297.53,301.16
9/26/2012,300.25,300.25,291.18,293.90
9/30/2012,290.27,291.18,280.29,288.46
10/1/2012,288.46,292.09,287.55,291.18
10/2/2012,291.18,291.18,286.64,286.64
10/3/2012,284.83,288.46,283.92,288.46
10/7/2012,285.74,285.74,278.48,281.20
10/8/2012,281.20,281.20,275.76,279.39
10/9/2012,280.29,281.20,275.76,276.67
10/10/2012,273.04,276.67,270.32,273.04
10/14/2012,270.32,274.85,268.50,269.41
10/15/2012,270.32,273.94,270.32,273.04
10/16/2012,272.13,273.94,271.22,273.04
10/17/2012,273.94,278.48,271.22,277.57
10/21/2012,283.02,284.83,279.39,280.29
10/22/2012,280.29,283.02,275.76,279.39
10/23/2012,267.60,268.50,261.25,265.78
10/24/2012,263.06,264.87,259.43,263.97
11/4/2012,264.87,267.60,263.06,263.97
11/5/2012,265.78,267.60,263.97,267.60
11/6/2012,267.60,270.32,266.69,267.60
11/7/2012,267.60,269.41,265.78,265.78
11/11/2012,263.97,263.97,258.52,259.43
11/12/2012,259.43,263.06,254.90,261.25
11/13/2012,263.97,263.97,258.52,263.06
11/14/2012,263.97,263.97,259.43,260.34
11/18/2012,258.52,261.25,254.90,254.90
11/19/2012,257.62,257.62,246.73,248.55
11/20/2012,250.36,251.27,245.82,249.45
11/21/2012,249.45,255.80,247.64,250.36
11/25/2012,254.90,254.90,237.66,241.29
11/26/2012,241.29,242.20,230.40,239.48
11/27/2012,239.48,239.48,231.31,233.13
11/28/2012,233.13,238.57,233.13,237.66
12/2/2012,243.10,245.82,238.57,244.92
12/3/2012,245.82,247.64,243.10,245.82
12/4/2012,246.73,247.64,243.10,245.82
12/5/2012,244.92,246.73,244.01,244.92
12/9/2012,246.73,247.64,244.92,245.82
12/10/2012,244.92,244.92,240.38,241.29
12/11/2012,241.29,244.92,241.29,243.10
12/12/2012,243.10,244.92,242.20,243.10
12/16/2012,248.55,253.08,248.55,250.36
12/17/2012,250.36,252.17,249.45,251.27
12/18/2012,251.27,253.99,249.45,250.36
12/19/2012,247.64,252.17,247.64,251.27
12/23/2012,251.27,252.17,250.36,251.27
12/24/2012,250.36,253.99,249.45,250.36
12/25/2012,249.45,252.17,249.45,251.27
12/26/2012,250.36,251.27,247.64,250.36
12/30/2012,250.36,251.27,246.73,246.73
12/31/2012,246.73,247.64,239.48,243.10
1/1/2013,244.92,246.73,244.01,246.73
1/2/2013,245.82,250.36,245.82,250.36
1/6/2013,257.62,261.25,255.80,260.34
1/7/2013,259.43,266.69,259.43,263.06
1/8/2013,263.06,263.97,253.08,258.52
1/9/2013,258.52,261.25,256.71,259.43
1/13/2013,262.15,262.15,260.34,260.34
1/14/2013,259.43,263.06,259.43,263.06
1/15/2013,261.25,263.97,259.43,262.15
1/16/2013,261.25,266.69,259.43,262.15
1/20/2013,263.06,263.06,261.25,262.15
1/21/2013,241.29,248.55,236.75,240.38
1/22/2013,239.48,239.48,235.85,237.66
1/23/2013,238.57,239.48,236.75,236.75
1/27/2013,237.66,242.20,237.66,242.20
1/28/2013,241.29,243.10,240.38,242.20
1/29/2013,246.73,253.08,244.92,248.55
1/30/2013,250.36,273.04,246.73,269.41
2/3/2013,261.25,261.25,253.08,253.08
2/4/2013,253.99,256.71,249.45,251.27
2/5/2013,250.36,250.36,245.82,246.73
2/6/2013,250.36,250.36,246.73,246.73
2/10/2013,245.82,249.45,244.92,248.55
2/11/2013,248.55,249.45,245.82,246.73
2/12/2013,247.64,248.55,245.82,246.73
2/13/2013,245.82,247.64,244.01,244.92
2/17/2013,246.73,248.55,244.92,245.82
2/18/2013,245.82,245.82,243.10,244.01
2/19/2013,243.10,244.01,235.85,240.38
2/20/2013,240.38,244.01,239.48,243.10
2/24/2013,242.20,242.20,240.38,241.29
2/25/2013,242.20,253.99,242.20,246.73
2/26/2013,244.01,244.01,241.29,241.29
2/27/2013,240.38,243.10,239.48,241.29
3/3/2013,241.29,241.29,238.57,238.57
3/4/2013,239.48,239.48,231.31,234.94
3/5/2013,234.03,237.66,234.03,235.85
3/6/2013,236.75,237.66,235.85,237.66
3/10/2013,240.38,243.10,237.66,241.29
3/11/2013,241.29,244.01,240.38,242.20
3/12/2013,241.29,243.10,236.75,236.75
3/13/2013,237.66,239.48,235.85,239.48
3/17/2013,241.29,244.01,241.29,243.10
3/18/2013,242.20,243.10,241.29,241.29
3/19/2013,242.20,245.82,242.20,244.01
3/20/2013,244.01,244.92,240.38,242.20
3/24/2013,243.10,250.36,243.10,248.55
3/25/2013,249.45,250.36,246.73,247.64
3/26/2013,246.73,247.64,244.92,244.92
3/27/2013,244.92,246.73,242.20,244.01
3/31/2013,244.92,246.73,244.01,245.82
4/1/2013,245.82,247.64,244.92,245.82
4/2/2013,245.82,245.82,244.01,244.92
4/3/2013,245.82,245.82,241.29,243.10
4/7/2013,237.66,240.38,237.66,239.48
4/8/2013,239.48,242.20,238.57,241.29
4/9/2013,242.20,244.01,240.38,243.10
4/10/2013,244.01,246.73,241.29,243.10
4/14/2013,242.20,244.01,242.20,244.01
4/15/2013,244.01,244.92,242.20,244.92
4/16/2013,241.29,253.08,240.38,249.45
